,address,latitude,longitude,nbed,nbath,ncar,price,type,historical_dates,postcode,year,month,suburb,weekly_rent
1499,"4/635 NEPEAN HIGHWAY, CARRUM",-38.075995,145.121911,3.0,2.0,2,$525_pw,Unit/apmt,August 2008,3197,2008,8,CARRUM,525
1500,"4/635 NEPEAN HIGHWAY, CARRUM",-38.075995,145.121911,3.0,2.0,2,$525,Unit/apmt,July 2008,3197,2008,7,CARRUM,525
1653,"2/24 CANBERRA STREET, CARRUM",-38.074223,145.135422,2.0,1.0,1,$250_pw,none,July 2008,3197,2008,7,CARRUM,250
1654,"2/24 CANBERRA STREET, CARRUM",-38.074223,145.135422,2.0,1.0,1,$250,none,July 2008,3197,2008,7,CARRUM,250
1808,"1/2 MELALEUCA DRIVE, CARRUM",-38.071662,145.127473,2.0,1.0,1,$260_per_week,Rental_residential,November 2008,3197,2008,11,CARRUM,260
1840,"6 LEXINGTON PLACE, CARRUM",-38.080992,145.133517,3.0,1.0,2,$270_pw,none,February 2008,3197,2008,2,CARRUM,270
1914,"99A BERKINS RD, CARWARP",-34.4543948,142.1988188,2.0,1.0,0,$150_p.w.,none,February 2008,3494,2008,2,CARWARP,150
1929,"434 GORDONS BRIDGE ROAD, CASTELLA",-37.51487,145.404159,3.0,1.0,2,$230_per_week,House,August 2008,3777,2008,8,CASTELLA,230
2237,"313 BARKER STREET, CASTLEMAINE",-37.058279,144.217818,3.0,1.0,2,$250_pw,House,June 2008,3450,2008,6,CASTLEMAINE,250
2238,"313 BARKER STREET, CASTLEMAINE",-37.058279,144.217818,3.0,1.0,2,$250,House,June 2008,3450,2008,6,CASTLEMAINE,250
2270,"2/37 MALDON ROAD, CASTLEMAINE",-37.069099,144.194135,2.0,1.0,1,$178,Rental_residential,March 2008,3450,2008,3,CASTLEMAINE,178
2344,"3/2 FARRAN STREET, CASTLEMAINE",-37.070557,144.238475,3.0,1.0,1,$230_pw,Rental_residential,February 2008,3450,2008,2,CASTLEMAINE,230
2345,"3/2 FARRAN STREET, CASTLEMAINE",-37.070557,144.238475,3.0,1.0,1,$220,Rental_residential,February 2008,3450,2008,2,CASTLEMAINE,220
2385,"16 DICK STREET, CASTLEMAINE",-37.071957,144.238812,3.0,1.0,1,$210_pw,House,April 2008,3450,2008,4,CASTLEMAINE,210
2386,"16 DICK STREET, CASTLEMAINE",-37.071957,144.238812,3.0,1.0,1,$210,House,April 2008,3450,2008,4,CASTLEMAINE,210
2421,"2/4 FINCH STREET, CASTLEMAINE",-37.05692,144.210943,2.0,1.0,1,$180_pw,Rental_residential,March 2008,3450,2008,3,CASTLEMAINE,180
2422,"2/4 FINCH STREET, CASTLEMAINE",-37.05692,144.210943,2.0,1.0,1,$180,Rental_residential,March 2008,3450,2008,3,CASTLEMAINE,180
2534,"60 TAPLINS ROAD, CATANI",-38.194302,145.640607,1.0,1.0,2,$130,none,September 2008,3981,2008,9,CATANI,130
2551,"158 BYRON ROAD, CATHCART",-37.30316549,142.8880297,4.0,2.0,2,$320_per_week,House,November 2008,3377,2008,11,CATHCART,320
2761,"9/8 TATTENHAM STREET, CAULFIELD EAST",-37.882994,145.047117,2.0,1.0,1,$270_per_week,Unit/apmt,September 2008,3145,2008,9,EAST,270
3093,"1/75 KAMBROOK ROAD, CAULFIELD NORTH",-37.872716,145.035997,2.0,1.0,2,$350_Weekly,Rental_residential,April 2008,3161,2008,4,NORTH,350
3103,"3/694 INKERMAN ROAD, CAULFIELD NORTH",-37.869281,145.024073,2.0,1.0,1,$280,Rental_residential,February 2008,3161,2008,2,NORTH,280
3115,"329 ALMA ROAD, CAULFIELD NORTH",-37.864781,145.016906,4.0,2.0,4,$520_pw,Available Now,January 2008,3161,2008,1,NORTH,520
3116,"329 ALMA ROAD, CAULFIELD NORTH",-37.864781,145.016906,4.0,2.0,4,$520,Available Now,January 2008,3161,2008,1,NORTH,520
3180,"2/13 CRIMEA STREET, CAULFIELD NORTH",-37.869876,145.019805,2.0,1.0,1,$230_pw,none,March 2008,3161,2008,3,NORTH,230
3181,"2/13 CRIMEA STREET, CAULFIELD NORTH",-37.869876,145.019805,2.0,1.0,1,$250,none,March 2008,3161,2008,3,NORTH,250
3266,"1/22 HAWTHORN AVENUE, CAULFIELD NORTH",-37.873058,145.023597,4.0,2.0,2,$650_pw,none,September 2008,3161,2008,9,NORTH,650
3267,"1/22 HAWTHORN AVENUE, CAULFIELD NORTH",-37.873058,145.023597,4.0,2.0,2,$700_pw,none,August 2008,3161,2008,8,NORTH,700
3363,"13/6 BELLA VISTA ROAD, CAULFIELD NORTH",-37.866097,145.02417,1.0,1.0,1,$250_pw,Unit/apmt,November 2008,3161,2008,11,NORTH,250
3364,"13/6 BELLA VISTA ROAD, CAULFIELD NORTH",-37.866097,145.02417,1.0,1.0,1,$250_pw,Unit/apmt,October 2008,3161,2008,10,NORTH,250
3415,"4/103 ESKDALE ROAD, CAULFIELD NORTH",-37.875875,145.024999,2.0,1.0,1,$280_pw,Rental_residential,April 2008,3161,2008,4,NORTH,280
3416,"4/103 ESKDALE ROAD, CAULFIELD NORTH",-37.875875,145.024999,2.0,1.0,1,$280,Rental_residential,April 2008,3161,2008,4,NORTH,280
3527,"77 KAMBROOK ROAD, CAULFIELD NORTH",-37.877038,145.0352,2.0,1.0,2,$370,Rental_residential,April 2008,3161,2008,4,NORTH,370
3557,"13 KHARTOUM STREET, CAULFIELD NORTH",-37.866285,145.021129,2.0,1.0,2,$275,House,July 2008,3161,2008,7,NORTH,275
3570,"3/9 KOOYONG ROAD, CAULFIELD NORTH",-37.864266,145.018966,2.0,1.0,1,$380,Unit/apmt,November 2008,3161,2008,11,NORTH,380
3591,"10/9 WYUNA ROAD, CAULFIELD NORTH",-37.875269,145.032394,1.0,1.0,1,$220_pw,Unit/apmt,September 2008,3161,2008,9,NORTH,220
3592,"10/9 WYUNA ROAD, CAULFIELD NORTH",-37.875269,145.032394,1.0,1.0,1,$220_pw,Unit/apmt,January 2008,3161,2008,1,NORTH,220
3593,"10/9 WYUNA ROAD, CAULFIELD NORTH",-37.875269,145.032394,1.0,1.0,1,$220,Unit/apmt,January 2008,3161,2008,1,NORTH,220
3694,"540 DANDENONG ROAD, CAULFIELD NORTH",-37.866861,145.028082,2.0,1.0,1,$300_pw,House,June 2008,3161,2008,6,NORTH,300
3695,"540 DANDENONG ROAD, CAULFIELD NORTH",-37.866861,145.028082,2.0,1.0,1,$300,House,June 2008,3161,2008,6,NORTH,300
4088,"4/15 CRIMEA STREET, CAULFIELD NORTH",-37.869919,145.020179,1.0,1.0,1,$300,Unit/apmt,September 2008,3161,2008,9,NORTH,300
4089,"4/15 CRIMEA STREET, CAULFIELD NORTH",-37.869919,145.020179,1.0,1.0,1,$300_pw,Unit/apmt,September 2008,3161,2008,9,NORTH,300
4283,"6 EDITH STREET, CAULFIELD NORTH",-37.870196,145.022218,3.0,2.0,2,$550,Rental_residential,May 2008,3161,2008,5,NORTH,550
4284,"6 EDITH STREET, CAULFIELD NORTH",-37.870196,145.022218,3.0,2.0,2,$520_pw,Rental_residential,May 2008,3161,2008,5,NORTH,520
4285,"6 EDITH STREET, CAULFIELD NORTH",-37.870196,145.022218,3.0,2.0,2,$550_pw,Rental_residential,May 2008,3161,2008,5,NORTH,550
4286,"6 EDITH STREET, CAULFIELD NORTH",-37.870196,145.022218,3.0,2.0,2,$520,Rental_residential,May 2008,3161,2008,5,NORTH,520
4435,"5/3 HALSTEAD STREET, CAULFIELD NORTH",-37.875208,145.024994,2.0,1.0,1,$320_pw,Rental_residential,December 2008,3161,2008,12,NORTH,320
4436,"5/3 HALSTEAD STREET, CAULFIELD NORTH",-37.875208,145.024994,2.0,1.0,1,$280_pw,Rental_residential,December 2008,3161,2008,12,NORTH,280
4442,"8/355 ALMA ROAD, CAULFIELD NORTH",-37.865151,145.01978,2.0,1.0,1,$360_pw,Rental_residential,July 2008,3161,2008,7,NORTH,360
4443,"8/355 ALMA ROAD, CAULFIELD NORTH",-37.865151,145.01978,2.0,1.0,1,$350_pw,Rental_residential,June 2008,3161,2008,6,NORTH,350
4444,"8/355 ALMA ROAD, CAULFIELD NORTH",-37.865151,145.01978,2.0,1.0,1,$350,Rental_residential,June 2008,3161,2008,6,NORTH,350
4453,"12/9 HUDSON STREET, CAULFIELD NORTH",-37.87969208,145.03329468,1.0,1.0,1,$175_pw,Rental_residential,January 2008,3161,2008,1,NORTH,175
4454,"12/9 HUDSON STREET, CAULFIELD NORTH",-37.87969208,145.03329468,1.0,1.0,1,$175,Rental_residential,January 2008,3161,2008,1,NORTH,175
4621,"12 RAPHAEL STREET, CAULFIELD NORTH",-37.869585,145.01746,2.0,1.0,1,$290_pw,House,November 2008,3161,2008,11,NORTH,290
4696,"8/11 KOOYONG ROAD, CAULFIELD NORTH",-37.864472,145.018915,2.0,1.0,1,$350_pw,Rental_residential,August 2008,3161,2008,8,NORTH,350
4712,"15 STEELE STREET, CAULFIELD SOUTH",-37.897071,145.02499,3.0,1.0,1,$390_pw,House,March 2008,3162,2008,3,SOUTH,390
4713,"15 STEELE STREET, CAULFIELD SOUTH",-37.897071,145.02499,3.0,1.0,1,$390,House,March 2008,3162,2008,3,SOUTH,390
4794,"7/19 FIELD STREET, CAULFIELD SOUTH",-37.889017,145.030516,1.0,1.0,1,$220_pw,Rental_residential,July 2008,3162,2008,7,SOUTH,220
4795,"7/19 FIELD STREET, CAULFIELD SOUTH",-37.889017,145.030516,1.0,1.0,1,$220,Rental_residential,July 2008,3162,2008,7,SOUTH,220
4825,"15 ALDER STREET, CAULFIELD SOUTH",-37.88784,145.018937,3.0,1.0,0,$495,none,December 2008,3162,2008,12,SOUTH,495
4826,"15 ALDER STREET, CAULFIELD SOUTH",-37.88784,145.018937,3.0,1.0,0,$495,none,November 2008,3162,2008,11,SOUTH,495
4966,"13A LUCAS STREET, CAULFIELD SOUTH",-37.897512,145.016904,3.0,2.0,1,$695_pw,Townhouse,June 2008,3162,2008,6,SOUTH,695
4967,"13A LUCAS STREET, CAULFIELD SOUTH",-37.897512,145.016904,3.0,2.0,1,$530,Townhouse,April 2008,3162,2008,4,SOUTH,530
4968,"13A LUCAS STREET, CAULFIELD SOUTH",-37.897512,145.016904,3.0,2.0,1,$595,Townhouse,March 2008,3162,2008,3,SOUTH,595
4969,"13A LUCAS STREET, CAULFIELD SOUTH",-37.897512,145.016904,3.0,2.0,1,$530,Townhouse,March 2008,3162,2008,3,SOUTH,530
4970,"13A LUCAS STREET, CAULFIELD SOUTH",-37.897512,145.016904,3.0,2.0,1,$530_pw,Townhouse,March 2008,3162,2008,3,SOUTH,530
4971,"13A LUCAS STREET, CAULFIELD SOUTH",-37.897512,145.016904,3.0,2.0,1,$695,Townhouse,February 2008,3162,2008,2,SOUTH,695
4980,"4 REMUERA STREET, CAULFIELD SOUTH",-37.900969,145.026888,2.0,1.0,1,$290,House,January 2008,3162,2008,1,SOUTH,290
5105,"7/19 TREVASCUS STREET, CAULFIELD SOUTH",-37.897242,145.028215,2.0,1.0,1,$250_pw,Unit/apmt,April 2008,3162,2008,4,SOUTH,250
5106,"7/19 TREVASCUS STREET, CAULFIELD SOUTH",-37.897242,145.028215,2.0,1.0,1,$250,Unit/apmt,April 2008,3162,2008,4,SOUTH,250
5129,"1/131 BOORAN ROAD, CAULFIELD SOUTH",-37.892103,145.036956,3.0,1.0,1,$425_Weekly,Unit/apmt,July 2008,3162,2008,7,SOUTH,425
5295,"8/32 EMMA STREET, CAULFIELD SOUTH",-37.891512,145.035828,2.0,1.0,1,$340_pw,Unit/apmt,June 2008,3162,2008,6,SOUTH,340
5296,"8/32 EMMA STREET, CAULFIELD SOUTH",-37.891512,145.035828,2.0,1.0,1,$370_pw,Unit/apmt,April 2008,3162,2008,4,SOUTH,370
5297,"8/32 EMMA STREET, CAULFIELD SOUTH",-37.891512,145.035828,2.0,1.0,1,$340_pw,Unit/apmt,April 2008,3162,2008,4,SOUTH,340
5298,"8/32 EMMA STREET, CAULFIELD SOUTH",-37.891512,145.035828,2.0,1.0,1,$370_p.w.,Unit/apmt,April 2008,3162,2008,4,SOUTH,370
5299,"8/32 EMMA STREET, CAULFIELD SOUTH",-37.891512,145.035828,2.0,1.0,1,$340_p.w.,Unit/apmt,April 2008,3162,2008,4,SOUTH,340
5300,"8/32 EMMA STREET, CAULFIELD SOUTH",-37.891512,145.035828,2.0,1.0,1,$340,Unit/apmt,April 2008,3162,2008,4,SOUTH,340
5301,"8/32 EMMA STREET, CAULFIELD SOUTH",-37.891512,145.035828,2.0,1.0,1,$370,Unit/apmt,April 2008,3162,2008,4,SOUTH,370
5377,"31 ELLINGTON STREET, CAULFIELD SOUTH",-37.892399,145.01728,3.0,1.0,1,$270_Weekly,House,August 2008,3162,2008,8,SOUTH,270
5423,"19 ALDER STREET, CAULFIELD SOUTH",-37.888217,145.018859,3.0,1.0,2,$395_pw,Rental_residential,July 2008,3162,2008,7,SOUTH,395
5424,"19 ALDER STREET, CAULFIELD SOUTH",-37.888217,145.018859,3.0,1.0,2,$395_-_$1712_pw,Rental_residential,July 2008,3162,2008,7,SOUTH,1712
5439,"102 CLARENCE STREET, CAULFIELD SOUTH",-37.892679,145.016249,3.0,1.0,2,$400_pw,House,August 2008,3162,2008,8,SOUTH,400
5466,"4 BEALIBA ROAD, CAULFIELD SOUTH",-37.891924,145.028653,4.0,2.0,2,$530_pw,none,March 2008,3162,2008,3,SOUTH,530
5467,"4 BEALIBA ROAD, CAULFIELD SOUTH",-37.891924,145.028653,4.0,2.0,2,$530,none,March 2008,3162,2008,3,SOUTH,530
5531,"9/468 KOOYONG ROAD, CAULFIELD SOUTH",-37.896143,145.013234,1.0,1.0,1,$190_pw,Unit/apmt,March 2008,3162,2008,3,SOUTH,190
5532,"9/468 KOOYONG ROAD, CAULFIELD SOUTH",-37.896143,145.013234,1.0,1.0,1,$190,Unit/apmt,March 2008,3162,2008,3,SOUTH,190
5647,"5/14 OLIVE STREET, CAULFIELD SOUTH",-37.888716,145.022791,1.0,1.0,1,$200_Weekly,House,July 2008,3162,2008,7,SOUTH,200
5648,"5/14 OLIVE STREET, CAULFIELD SOUTH",-37.888716,145.022791,1.0,1.0,1,$200_Weekly,House,June 2008,3162,2008,6,SOUTH,200
5649,"5/14 OLIVE STREET, CAULFIELD SOUTH",-37.888716,145.022791,1.0,1.0,1,$200,House,June 2008,3162,2008,6,SOUTH,200
5722,"4/16 MARARA ROAD, CAULFIELD SOUTH",-37.89655,145.030429,2.0,1.0,1,$340_pw,Rental_residential,March 2008,3162,2008,3,SOUTH,340
5723,"4/16 MARARA ROAD, CAULFIELD SOUTH",-37.89655,145.030429,2.0,1.0,1,$340,Rental_residential,March 2008,3162,2008,3,SOUTH,340
5724,"4/16 MARARA ROAD, CAULFIELD SOUTH",-37.89655,145.030429,2.0,1.0,1,$350_pw,Rental_residential,March 2008,3162,2008,3,SOUTH,350
5725,"4/16 MARARA ROAD, CAULFIELD SOUTH",-37.89655,145.030429,2.0,1.0,1,$375,Rental_residential,March 2008,3162,2008,3,SOUTH,375
5862,"7/12 VIRGINIA COURT, CAULFIELD SOUTH",-37.891615,145.030685,2.0,1.0,1,$295_per_week,Unit/apmt,May 2008,3162,2008,5,SOUTH,295
5863,"7/12 VIRGINIA COURT, CAULFIELD SOUTH",-37.891615,145.030685,2.0,1.0,1,$295_per_week,Unit/apmt,April 2008,3162,2008,4,SOUTH,295
5864,"7/12 VIRGINIA COURT, CAULFIELD SOUTH",-37.891615,145.030685,2.0,1.0,1,$295,Unit/apmt,April 2008,3162,2008,4,SOUTH,295
6209,"13 FALLON STREET, CAULFIELD",-37.886931,145.030833,3.0,2.0,3,$650,none,October 2008,3162,2008,10,CAULFIELD,650
6210,"13 FALLON STREET, CAULFIELD",-37.886931,145.030833,3.0,2.0,3,$650_pw,none,October 2008,3162,2008,10,CAULFIELD,650
6399,"3/160 KAMBROOK ROAD, CAULFIELD",-37.88327,145.034433,2.0,1.0,2,$345,Rental_residential,February 2008,3162,2008,2,CAULFIELD,345
6497,"6/25-27 PYNE STREET, CAULFIELD",-37.886352,145.025374,2.0,1.0,1,$330_pw,Rental_residential,October 2008,3162,2008,10,CAULFIELD,330
6826,"405 BARRABOOL ROAD, CERES",-38.171877,144.287374,4.0,2.0,5,$400_pw,none,June 2008,3221,2008,6,CERES,400
6827,"405 BARRABOOL ROAD, CERES",-38.171877,144.287374,4.0,2.0,5,$400,none,June 2008,3221,2008,6,CERES,400
6828,"536 BARRABOOL ROAD, CERES",-38.170619,144.274333,2.0,1.0,0,$300_pw,none,January 2008,3221,2008,1,CERES,300
7004,"3 WALL COURT, CHADSTONE",-37.881433,145.093673,4.0,3.0,2,$435_per_week,House,September 2008,3148,2008,9,CHADSTONE,435
7248,"1/7 ELAROO STREET, CHADSTONE",-37.879095,145.097526,2.0,1.0,1,$300_pw,House,March 2008,3148,2008,3,CHADSTONE,300
7259,"3/5 MALIBU MEWS, CHADSTONE",-37.88362,145.107916,2.0,1.0,1,$310,House,February 2008,3148,2008,2,CHADSTONE,310
7260,"3/5 MALIBU MEWS, CHADSTONE",-37.88362,145.107916,2.0,1.0,1,$320,House,February 2008,3148,2008,2,CHADSTONE,320
7829,"1 MEADOWS COURT, CHADSTONE",-37.89028,145.099665,3.0,2.0,4,$370_p.w.,House,March 2008,3148,2008,3,CHADSTONE,370
7830,"1 MEADOWS COURT, CHADSTONE",-37.89028,145.099665,3.0,2.0,4,$350,House,March 2008,3148,2008,3,CHADSTONE,350
7904,"2/18 MOORONG STREET, CHADSTONE",-37.880917,145.104681,3.0,2.0,2,$360_p.w.,Unit/apmt,November 2008,3148,2008,11,CHADSTONE,360
8029,"22 THURLOO STREET, CHADSTONE",-37.87869,145.095688,3.0,1.0,1,$370_pw,House,October 2008,3148,2008,10,CHADSTONE,370
8056,"3/17 CABENA CRESCENT, CHADSTONE",-37.890211,145.095548,2.0,1.0,2,$240_pw,Unit/apmt,February 2008,3148,2008,2,CHADSTONE,240
8057,"3/17 CABENA CRESCENT, CHADSTONE",-37.890211,145.095548,2.0,1.0,2,$240,Unit/apmt,January 2008,3148,2008,1,CHADSTONE,240
8058,"3/17 CABENA CRESCENT, CHADSTONE",-37.890211,145.095548,2.0,1.0,2,$240_pw,Unit/apmt,January 2008,3148,2008,1,CHADSTONE,240
8803,"6 LATHAM AVENUE, CHATHAM",-31.900377,152.474251,3.0,1.0,0,$200_pw,House,April 2008,3127,2008,4,CHATHAM,200
9041,"4/4 SEVENTH AVENUE, CHELSEA HEIGHTS",-38.0422627,145.1332556,3.0,1.0,2,$265_pw,Rental_residential,July 2008,3196,2008,7,HEIGHTS,265
9042,"4/4 SEVENTH AVENUE, CHELSEA HEIGHTS",-38.0422627,145.1332556,3.0,1.0,2,$265,Rental_residential,July 2008,3196,2008,7,HEIGHTS,265
9140,"10 IRENE COURT, CHELSEA",-38.044562,145.124409,3.0,1.0,1,$280_per_week,Available Now,October 2008,3196,2008,10,CHELSEA,280
9141,"10 IRENE COURT, CHELSEA",-38.044562,145.124409,3.0,1.0,1,$280_per_week,Available Now,September 2008,3196,2008,9,CHELSEA,280
9177,"2/39 SHERWOOD AVENUE, CHELSEA",-38.052061,145.122163,2.0,1.0,1,$165_pw,none,February 2008,3196,2008,2,CHELSEA,165
9205,"5/58 WOODBINE GROVE, CHELSEA",-38.052965,145.124662,2.0,1.0,1,$220,Unit/apmt,June 2008,3196,2008,6,CHELSEA,220
9206,"5/58 WOODBINE GROVE, CHELSEA",-38.052965,145.124662,2.0,1.0,1,$220_pw,Unit/apmt,June 2008,3196,2008,6,CHELSEA,220
9228,"3/22 ELLA GROVE, CHELSEA",-38.043786,145.120321,2.0,1.0,1,$240_p.w.,Unit/apmt,December 2008,3196,2008,12,CHELSEA,240
9229,"3/22 ELLA GROVE, CHELSEA",-38.043786,145.120321,2.0,1.0,1,$240,Unit/apmt,December 2008,3196,2008,12,CHELSEA,240
9383,"1/48 EMBANKMENT GROVE, CHELSEA",-38.04736328,145.12069702,2.0,1.0,2,$190_pw,House,August 2008,3196,2008,8,CHELSEA,190
9384,"1/48 EMBANKMENT GROVE, CHELSEA",-38.04736328,145.12069702,2.0,1.0,2,$190,House,August 2008,3196,2008,8,CHELSEA,190
9432,"1/5 CROSS ROAD, CHELSEA",-38.045091,145.11855,2.0,1.0,1,$160,Rental_residential,March 2008,3196,2008,3,CHELSEA,160
9671,"15 CHELBARA COURT, CHELSEA",-38.045873,145.120679,3.0,2.0,1,$295,Villa,June 2008,3196,2008,6,CHELSEA,295
9725,"1/5 AVONDALE AVENUE, CHELSEA",-38.050787,145.11408,2.0,1.0,2,$320_pw,Available Now,August 2008,3196,2008,8,CHELSEA,320
9726,"1/5 AVONDALE AVENUE, CHELSEA",-38.050787,145.11408,2.0,1.0,2,$290_pw,Available Now,April 2008,3196,2008,4,CHELSEA,290
9727,"1/5 AVONDALE AVENUE, CHELSEA",-38.050787,145.11408,2.0,1.0,2,$290_pw,Available Now,January 2008,3196,2008,1,CHELSEA,290
9827,"6A SHOWERS AVENUE, CHELSEA",-38.050342,145.113937,3.0,2.0,1,$500_per_week,Rental_residential,August 2008,3196,2008,8,CHELSEA,500
9828,"6A SHOWERS AVENUE, CHELSEA",-38.050342,145.113937,3.0,2.0,1,$500,Rental_residential,July 2008,3196,2008,7,CHELSEA,500
9906,"1 / 23 EMBANKMENT GROVE, CHELSEA",-38.048004,145.117609,2.0,1.0,1,$220_pw,none,January 2008,3196,2008,1,CHELSEA,220
9907,"1 / 23 EMBANKMENT GROVE, CHELSEA",-38.048004,145.117609,2.0,1.0,1,$220,none,January 2008,3196,2008,1,CHELSEA,220
10105,"85 EMBANKMENT GROVE, CHELSEA",-38.04582,145.123625,3.0,1.0,2,$280_pw,Rental_residential,October 2008,3196,2008,10,CHELSEA,280
10188,"1/69 WOODBINE GROVE, CHELSEA",-38.054733,145.118497,3.0,2.0,2,$380_per_week,Rental_residential,June 2008,3196,2008,6,CHELSEA,380
10189,"1/69 WOODBINE GROVE, CHELSEA",-38.054733,145.118497,3.0,2.0,2,$380,Rental_residential,June 2008,3196,2008,6,CHELSEA,380
10325,"1/48 GLENOLA ROAD, CHELSEA",-38.055402,145.124524,3.0,1.0,1,$280_pw,Unit/apmt,January 2008,3196,2008,1,CHELSEA,280
10326,"1/48 GLENOLA ROAD, CHELSEA",-38.055402,145.124524,3.0,1.0,1,$280,Unit/apmt,January 2008,3196,2008,1,CHELSEA,280
10336,"3/6 SCOTCH PARADE, CHELSEA",-38.05376434,145.12760925,3.0,2.0,3,$330_Weekly,none,February 2008,3196,2008,2,CHELSEA,330
10337,"3/6 SCOTCH PARADE, CHELSEA",-38.05376434,145.12760925,3.0,2.0,3,$330,none,February 2008,3196,2008,2,CHELSEA,330
10338,"3/6 SCOTCH PARADE, CHELSEA",-38.05376434,145.12760925,3.0,2.0,3,$330,none,January 2008,3196,2008,1,CHELSEA,330
10625,"326 WARRIGAL ROAD, CHELTENHAM",-37.965007,145.074815,3.0,1.0,1,$295_pw,House,March 2008,3192,2008,3,CHELTENHAM,295
10626,"326 WARRIGAL ROAD, CHELTENHAM",-37.965007,145.074815,3.0,1.0,1,$295,House,March 2008,3192,2008,3,CHELTENHAM,295
10627,"326 WARRIGAL ROAD, CHELTENHAM",-37.965007,145.074815,3.0,1.0,1,$320_pw,House,January 2008,3192,2008,1,CHELTENHAM,320
10628,"326 WARRIGAL ROAD, CHELTENHAM",-37.965007,145.074815,3.0,1.0,1,$320,House,January 2008,3192,2008,1,CHELTENHAM,320
10658,"7 DERRING LANE, CHELTENHAM",-37.968362,145.076121,3.0,2.0,2,$360_pw,House,January 2008,3192,2008,1,CHELTENHAM,360
11055,"3/39 CENTRE DANDENONG ROAD, CHELTENHAM",-37.966075,145.062471,2.0,1.0,1,$265_pw,none,March 2008,3192,2008,3,CHELTENHAM,265
11086,"67 PARK ROAD, CHELTENHAM",-37.963844,145.044192,4.0,2.0,4,$650_pw,House,May 2008,3192,2008,5,CHELTENHAM,650
11087,"67 PARK ROAD, CHELTENHAM",-37.963844,145.044192,4.0,2.0,4,$650,House,April 2008,3192,2008,4,CHELTENHAM,650
11153,"2/32 TULIP GROVE, CHELTENHAM",-37.960573,145.049149,2.0,1.0,2,$270,House,April 2008,3192,2008,4,CHELTENHAM,270
11502,"3/3 EVERGREEN CIRCUIT, CHELTENHAM",-37.962316,145.067172,2.0,2.0,1,$395_pw,none,August 2008,3192,2008,8,CHELTENHAM,395
11915,"19 WARREN ROAD, CHELTENHAM",-37.954851,145.068787,3.0,1.0,2,$350,none,March 2008,3192,2008,3,CHELTENHAM,350
11916,"19 WARREN ROAD, CHELTENHAM",-37.954851,145.068787,3.0,1.0,2,$350_pw,none,February 2008,3192,2008,2,CHELTENHAM,350
11957,"4 / 1 GARFIELD STREET, CHELTENHAM",-37.959472,145.051755,2.0,1.0,2,$360_pw,none,August 2008,3192,2008,8,CHELTENHAM,360
11996,"175 WARRIGAL ROAD, CHELTENHAM",-37.971973,145.073142,3.0,2.0,4,$320,Townhouse,May 2008,3192,2008,5,CHELTENHAM,320
12065,"3 / 2 DISSIK STREET, CHELTENHAM",-37.954045,145.07179,2.0,1.0,1,$250_pw,none,October 2008,3192,2008,10,CHELTENHAM,250
12210,"2/1299A NEPEAN HIGHWAY, CHELTENHAM",-37.965527,145.058182,3.0,2.0,2,$350_pw,Rental_residential,November 2008,3192,2008,11,CHELTENHAM,350
12276,"12/94-96 CAVANAGH STREET, CHELTENHAM",-37.957093,145.068752,2.0,1.0,1,$240_per_week,Unit/apmt,December 2008,3192,2008,12,CHELTENHAM,240
12320,"22 KENNEDYS ROAD, CHEPSTOWE",-37.620916,143.504123,3.0,1.0,2,$160_pw,House,April 2008,3351,2008,4,CHEPSTOWE,160
12321,"22 KENNEDYS ROAD, CHEPSTOWE",-37.620916,143.504123,3.0,1.0,2,$160,House,April 2008,3351,2008,4,CHEPSTOWE,160
12330,"1092 UPPER KING RIVER ROAD, CHESHUNT",-36.872915,146.375272,3.0,1.0,2,$220_Weekly,House,June 2008,3678,2008,6,CHESHUNT,220
12331,"1092 UPPER KING RIVER ROAD, CHESHUNT",-36.872915,146.375272,3.0,1.0,2,$220_Weekly,House,May 2008,3678,2008,5,CHESHUNT,220
12332,"1092 UPPER KING RIVER ROAD, CHESHUNT",-36.872915,146.375272,3.0,1.0,2,$220_Weekly,House,April 2008,3678,2008,4,CHESHUNT,220
137,"36 HILLSTON ROAD, MOORABBIN",-37.942373,145.045501,2.0,1.0,2,$300_pw,House,March 2008,3189,2008,3,MOORABBIN,300
138,"36 HILLSTON ROAD, MOORABBIN",-37.942373,145.045501,2.0,1.0,2,$300,House,February 2008,3189,2008,2,MOORABBIN,300
191,"3/25 GENOA STREET, MOORABBIN",-37.94287,145.058665,2.0,1.0,1,$260_pw,Unit/apmt,December 2008,3189,2008,12,MOORABBIN,260
192,"3/25 GENOA STREET, MOORABBIN",-37.94287,145.058665,2.0,1.0,1,$260_pw,Unit/apmt,September 2008,3189,2008,9,MOORABBIN,260
206,"5/19 BARILLA ROAD, MOORABBIN",-37.941248,145.046669,1.0,1.0,1,$190_pw,Unit/apmt,January 2008,3189,2008,1,MOORABBIN,190
207,"5/19 BARILLA ROAD, MOORABBIN",-37.941248,145.046669,1.0,1.0,1,$190,Unit/apmt,January 2008,3189,2008,1,MOORABBIN,190
492,"153 GRAYDENS ROAD, MOOROODUC",-38.280989,145.11521,4.0,2.0,2,$230,none,February 2008,3933,2008,2,MOOROODUC,230
509,"1 MALES ROAD, MOOROODUC",-38.257091,145.077478,3.0,3.0,1,$415,Rural,October 2008,3933,2008,10,MOOROODUC,415
