,address,latitude,longitude,nbed,nbath,ncar,historical_prices,type,historical_dates
0,"5 FLEMINGTON PLACE, ASCOT",-36.6974066,144.325882,4,2,2,$370 per week,House,December 2018
0,"5 FLEMINGTON PLACE, ASCOT",-36.6974066,144.325882,4,2,2,$350 per week,House,November 2017
0,"5 FLEMINGTON PLACE, ASCOT",-36.6974066,144.325882,4,2,2,$350 pw,House,August 2016
0,"2/58 GOLF COURSE ROAD, ASCOT",-36.7152968,144.3294873,2,1,1,$260 per week,Unit/apmt,May 2020
0,"2/58 GOLF COURSE ROAD, ASCOT",-36.7152968,144.3294873,2,1,1,$260 per week,Unit/apmt,May 2020
0,"UNIT 2/58 GOLF COURSE ROAD, ASCOT",-36.7152968,144.3294873,2,1,1,$260 per week,Unit/apmt,May 2020
0,"UNIT 2/58 GOLF COURSE ROAD, ASCOT",-36.7152968,144.3294873,2,1,1,$260 per week,Unit/apmt,May 2020
0,"19 ARINYA CLOSE, ASCOT",-36.7029649,144.3242947,4,2,3,$380 - $380,Rental_residential,May 2020
0,"19 ARINYA CLOSE, ASCOT",-36.7029649,144.3242947,4,2,3,$380 - $380,Rental_residential,May 2020
0,"19 ARINYA CLOSE, ASCOT",-36.7029649,144.3242947,4,2,3,$380,Rental_residential,May 2020
0,"19 ARINYA CLOSE, ASCOT",-36.7029649,144.3242947,4,2,3,$380,Rental_residential,March 2019
0,"28 LAMINGTON AVENUE, ASCOT",-27.430809,153.073656,4,1,1,$485,none,April 2020
0,"28 LAMINGTON AVENUE, ASCOT",-27.430809,153.073656,4,1,1,$485,none,April 2020
0,"28 LAMINGTON AVENUE, ASCOT",-27.430809,153.073656,4,1,1,$485 p.w.,none,January 2018
0,"9 MILLEWA DRIVE, ASCOT",-36.7011677,144.3271147,3,2,2,$375 per week,House,March 2020
0,"9 MILLEWA DRIVE, ASCOT",-36.7011677,144.3271147,3,2,2,$375 per week,House,March 2020
0,"9 MILLEWA DRIVE, ASCOT",-36.7011677,144.3271147,3,2,2,$375,House,April 2019
0,"9 MILLEWA DRIVE, ASCOT",-36.7011677,144.3271147,3,2,2,$375 per week,House,April 2019
0,"9 MILLEWA DRIVE, ASCOT",-36.7011677,144.3271147,3,2,2,$375 per week,House,March 2019
0,"2 MOIRA COURT, ASCOT",-36.7013511002,144.3272766002,4,2,2,$370 per week,House,March 2020
0,"2 MOIRA COURT, ASCOT",-36.7013511002,144.3272766002,4,2,2,$370 per week,House,March 2020
0,"57 STRICKLAND STREET, ASCOT",-36.704865,144.3282242,3,1,2,$350 per week,House,March 2020
0,"57 STRICKLAND STREET, ASCOT",-36.704865,144.3282242,3,1,2,$350 per week,House,March 2020
0,"57 STRICKLAND STREET, ASCOT",-36.704865,144.3282242,3,1,2,$350 per week,House,May 2018
0,"57 STRICKLAND STREET, ASCOT",-36.704865,144.3282242,3,1,2,$350 per week,House,April 2018
0,"5 MCCONNNACHIE COURT, ASCOT",-36.70256001,144.32297001,4,2,4,$495 per week,House,January 2020
0,"5 MCCONNNACHIE COURT, ASCOT",-36.70256001,144.32297001,4,2,4,$495 per week,House,January 2020
0,"1 APPLE LANE, ASCOT",-36.7022425002,144.3252294002,4,2,2,$380 per week,House,January 2020
0,"1 APPLE LANE, ASCOT",-36.7022425002,144.3252294002,4,2,2,$380 per week,House,January 2020
0,"2/75 DOBSON STREET, ASCOT",-27.4350710,153.0694310,2,1,1,$395 p.w.,Unit/apmt,December 2019
0,"2/75 DOBSON STREET, ASCOT",-27.4350710,153.0694310,2,1,1,$395 p.w.,Unit/apmt,December 2019
0,"2/75 DOBSON STREET, ASCOT",-27.4350710,153.0694310,2,1,1,$400 p.w.,Unit/apmt,December 2018
0,"42/308 GREAT EASTERN HIGHWAY, ASCOT",-31.9338072,115.9373772,2,2,none,per week,Apartment,December 2019
0,"42/308 GREAT EASTERN HIGHWAY, ASCOT",-31.9338072,115.9373772,2,2,none,per week,Apartment,December 2019
0,"22 GALLOWAY STREET, ASCOT",-36.69035001,144.32938001,4,2,2,$400 per week,House,December 2019
0,"22 GALLOWAY STREET, ASCOT",-36.69035001,144.32938001,4,2,2,$400 per week,House,December 2019
0,"4/8 COMUS AVENUE, ASCOT",-27.431962,153.0491,2,1,none,$340 p.w.,Unit/apmt,December 2019
0,"4/8 COMUS AVENUE, ASCOT",-27.431962,153.0491,2,1,none,$340 p.w.,Unit/apmt,December 2019
0,"6 NATION COURT, ASCOT",-36.71054389,144.33434960,4,2,3,$370 per week,House,December 2019
0,"6 NATION COURT, ASCOT",-36.71054389,144.33434960,4,2,3,$370 per week,House,December 2019
0,"6 NATION COURT, ASCOT",-36.71054389,144.33434960,4,2,3,$370,House,January 2019
0,"6 NATION COURT, ASCOT",-36.71054389,144.33434960,4,2,3,$370 per week,House,November 2018
0,"6 NATION COURT, ASCOT",-36.71054389,144.33434960,4,2,3,$350 per week,House,June 2017
0,"5/11 BEATRICE TERRACE, ASCOT",-27.43344001,153.06288001,2,1,none,$390 p.w.,Unit/apmt,November 2019
0,"5/11 BEATRICE TERRACE, ASCOT",-27.43344001,153.06288001,2,1,none,$390 p.w.,Unit/apmt,November 2019
0,"13 TRIPLETT AVENUE, ASCOT",-36.6978572,144.3263032,4,2,2,$350 pw,House,November 2019
0,"13 TRIPLETT AVENUE, ASCOT",-36.6978572,144.3263032,4,2,2,$350 pw,House,November 2019
0,"13 TRIPLETT AVENUE, ASCOT",-36.6978572,144.3263032,4,2,2,$350,House,November 2019
0,"62 HOWARD STREET, ASCOT",-36.705697,144.325068,2,1,2,$280 per week,Rental_residential,November 2019
0,"62 HOWARD STREET, ASCOT",-36.705697,144.325068,2,1,2,$280 per week,Rental_residential,November 2019
0,"62 HOWARD STREET, ASCOT",-36.705697,144.325068,2,1,2,$280,Rental_residential,November 2019
0,"62 HOWARD STREET, ASCOT",-36.705697,144.325068,2,1,2,$260 per week,Rental_residential,November 2014
0,"62 HOWARD STREET, ASCOT",-36.705697,144.325068,2,1,2,$260 per week,Rental_residential,October 2014
0,"5 SULLIVAN STREET, ASCOT",-36.7073993,144.3219357,3,2,2,$380 per week,Rental_residential,November 2019
0,"5 SULLIVAN STREET, ASCOT",-36.7073993,144.3219357,3,2,2,$380 per week,Rental_residential,November 2019
0,"5 SULLIVAN STREET, ASCOT",-36.7073993,144.3219357,3,2,2,$380,Rental_residential,November 2019
0,"5 SULLIVAN STREET, ASCOT",-36.7073993,144.3219357,3,2,2,$300 per week,Rental_residential,July 2016
0,"7 NATION COURT, ASCOT",-36.710345002,144.3344161002,3,2,3,$420 per week,none,October 2019
0,"7 NATION COURT, ASCOT",-36.710345002,144.3344161002,3,2,3,$420 per week,none,October 2019
0,"7 NATION COURT, ASCOT",-36.710345002,144.3344161002,3,2,3,$420,none,October 2019
0,"1/46 UPPER LANCASTER ROAD, ASCOT",-27.429373,153.053478,2,2,1,per week,Apartment,October 2019
0,"1/46 UPPER LANCASTER ROAD, ASCOT",-27.429373,153.053478,2,2,1,per week,Apartment,October 2019
0,"1/46 UPPER LANCASTER ROAD, ASCOT",-27.429373,153.053478,2,2,1,per week,Apartment,May 2019
0,"23 CHAROLAIS COURT, ASCOT",-36.6932387002,144.3280794002,4,2,2,$440 per week,House,September 2019
0,"23 CHAROLAIS COURT, ASCOT",-36.6932387002,144.3280794002,4,2,2,$440 per week,House,September 2019
0,"8 CHAROLAIS COURT, ASCOT",-36.69375001,144.3278001,4,2,2,$450 per week,House,September 2019
0,"8 CHAROLAIS COURT, ASCOT",-36.69375001,144.3278001,4,2,2,$450 per week,House,September 2019
0,"8 CHAROLAIS COURT, ASCOT",-36.69375001,144.3278001,4,2,2,$450,House,August 2019
0,"3/11 ALEXANDRA ROAD, ASCOT",-27.4296199,153.0584507,2,1,1,per week,Apartment,August 2019
0,"3/11 ALEXANDRA ROAD, ASCOT",-27.4296199,153.0584507,2,1,1,per week,Apartment,August 2019
0,"3/11 ALEXANDRA ROAD, ASCOT",-27.4296199,153.0584507,2,1,1,per week,Apartment,February 2019
0,"14 TRIPLETT AVENUE, ASCOT",-36.697832,144.3265121,4,2,2,$370 per week,House,August 2019
0,"14 TRIPLETT AVENUE, ASCOT",-36.697832,144.3265121,4,2,2,$370 per week,House,August 2019
0,"14 TRIPLETT AVENUE, ASCOT",-36.697832,144.3265121,4,2,2,$370,House,August 2019
0,"14 TRIPLETT AVENUE, ASCOT",-36.697832,144.3265121,4,2,2,$350,House,July 2015
0,"12 HEREFORD DRIVE, ASCOT",-36.69237001,144.33206001,4,2,2,"$550,000 - $580,000",House,August 2019
0,"12 HEREFORD DRIVE, ASCOT",-36.69237001,144.33206001,4,2,2,"$550,000 - $580,000",House,August 2019
0,"9 CAULFIELD DRIVE, ASCOT",-36.6970736,144.3275643,4,2,2,$350 per week,House,August 2019
0,"9 CAULFIELD DRIVE, ASCOT",-36.6970736,144.3275643,4,2,2,$350 per week,House,August 2019
0,"9 CAULFIELD DRIVE, ASCOT",-36.6970736,144.3275643,4,2,2,$350 per week,House,July 2019
0,"9 CAULFIELD DRIVE, ASCOT",-36.6970736,144.3275643,4,2,2,$350,House,July 2019
0,"9 CAULFIELD DRIVE, ASCOT",-36.6970736,144.3275643,4,2,2,$350 per week,House,July 2018
0,"180 MYRTLE ROAD, ASCOT",-36.6970998,144.3249152,3,2,1,$360,House,August 2019
0,"180 MYRTLE ROAD, ASCOT",-36.6970998,144.3249152,3,2,1,$360,House,August 2019
0,"180 MYRTLE ROAD, ASCOT",-36.6970998,144.3249152,3,2,1,$360 Weekly,House,July 2019
0,"180 MYRTLE ROAD, ASCOT",-36.6970998,144.3249152,3,2,1,$360,House,July 2019
0,"180 MYRTLE ROAD, ASCOT",-36.6970998,144.3249152,3,2,1,$360 per week,House,July 2018
0,"180 MYRTLE ROAD, ASCOT",-36.6970998,144.3249152,3,2,1,$360,House,July 2018
0,"180 MYRTLE ROAD, ASCOT",-36.6970998,144.3249152,3,2,1,$350 per week,House,April 2018
0,"180 MYRTLE ROAD, ASCOT",-36.6970998,144.3249152,3,2,1,$350,House,April 2018
0,"180 MYRTLE ROAD, ASCOT",-36.6970998,144.3249152,3,2,1,$350 per week,House,February 2017
0,"180 MYRTLE ROAD, ASCOT",-36.6970998,144.3249152,3,2,1,$350,House,February 2017
0,"72 HOWARD STREET, ASCOT",-36.706263,144.327394,3,1,4,$350 per week,House,July 2019
0,"72 HOWARD STREET, ASCOT",-36.706263,144.327394,3,1,4,$350 per week,House,July 2019
0,"72 HOWARD STREET, ASCOT",-36.706263,144.327394,3,1,4,$350,House,July 2019
0,"13 GARDEN DRIVE, ASCOT",-36.6940292,144.3215709,4,2,2,$340 per week,House,July 2019
0,"13 GARDEN DRIVE, ASCOT",-36.6940292,144.3215709,4,2,2,$340 per week,House,July 2019
0,"13 GARDEN DRIVE, ASCOT",-36.6940292,144.3215709,4,2,2,$340,House,July 2019
0,"13 GARDEN DRIVE, ASCOT",-36.6940292,144.3215709,4,2,2,$330 per week,House,February 2017
0,"13 GARDEN DRIVE, ASCOT",-36.6940292,144.3215709,4,2,2,$330 per week,House,July 2016
0,"13 GARDEN DRIVE, ASCOT",-36.6940292,144.3215709,4,2,2,$330 per week,House,April 2015
0,"118 MYRTLE STREET, ASCOT",-36.70172,144.323007,4,2,2,$400 per week,House,July 2019
0,"118 MYRTLE STREET, ASCOT",-36.70172,144.323007,4,2,2,$400 per week,House,July 2019
0,"118 MYRTLE STREET, ASCOT",-36.70172,144.323007,4,2,2,$400 per week,House,June 2019
0,"118 MYRTLE STREET, ASCOT",-36.70172,144.323007,4,2,2,$340 per week,House,June 2016
0,"5/60 LAMINGTON AVENUE, ASCOT",-27.4310660,153.0757220,2,1,1,$325 p.w.,Unit/apmt,June 2019
0,"5/60 LAMINGTON AVENUE, ASCOT",-27.4310660,153.0757220,2,1,1,$325 p.w.,Unit/apmt,June 2019
0,"5/27 BUXTON STREET, ASCOT",-27.4300075,153.0764217,3,2,2,$640 p.w.,Townhouse,June 2019
0,"5/27 BUXTON STREET, ASCOT",-27.4300075,153.0764217,3,2,2,$640 p.w.,Townhouse,June 2019
0,"1 TRIPLETT AVENUE, ASCOT",-36.697832,144.3265121,4,2,2,$350 per week,House,June 2019
0,"1 TRIPLETT AVENUE, ASCOT",-36.697832,144.3265121,4,2,2,$350 per week,House,June 2019
0,"1 TRIPLETT AVENUE, ASCOT",-36.697832,144.3265121,4,2,2,$350,House,June 2019
0,"3 ARRAWALLI AVENUE, ASCOT",-36.6988055,144.3249797,4,2,2,$350 per week,House,May 2019
0,"3 ARRAWALLI AVENUE, ASCOT",-36.6988055,144.3249797,4,2,2,$350 per week,House,May 2019
0,"3 ARRAWALLI AVENUE, ASCOT",-36.6988055,144.3249797,4,2,2,$350,House,May 2019
0,"5/20 DOBSON STREET, ASCOT",-27.434117,153.066263,2,2,1,per week,Apartment,May 2019
0,"5/20 DOBSON STREET, ASCOT",-27.434117,153.066263,2,2,1,per week,Apartment,May 2019
0,"142 IRONSTONE ROAD, ASCOT",-36.6926408,144.3354827,4,2,2,$350 per week,House,March 2019
0,"142 IRONSTONE ROAD, ASCOT",-36.6926408,144.3354827,4,2,2,$350 per week,House,March 2019
0,"142 IRONSTONE ROAD, ASCOT",-36.6926408,144.3354827,4,2,2,$350,House,March 2019
0,"142 IRONSTONE ROAD, ASCOT",-36.6926408,144.3354827,4,2,2,$345 per week,House,September 2017
0,"142 IRONSTONE ROAD, ASCOT",-36.6926408,144.3354827,4,2,2,$345 per week,House,August 2017
0,"142 IRONSTONE ROAD, ASCOT",-36.6926408,144.3354827,4,2,2,$320 per week,House,July 2016
0,"142 IRONSTONE ROAD, ASCOT",-36.6926408,144.3354827,4,2,2,$350 per week,House,July 2016
0,"142 IRONSTONE ROAD, ASCOT",-36.6926408,144.3354827,4,2,2,$350 per week,House,April 2015
0,"142 IRONSTONE ROAD, ASCOT",-36.6926408,144.3354827,4,2,2,$335 per week,House,May 2013
0,"8 LIMOUSIN DRIVE, ASCOT",-36.8021738,144.4779988,4,2,2,$420 per week,House,March 2019
0,"8 LIMOUSIN DRIVE, ASCOT",-36.8021738,144.4779988,4,2,2,$420 per week,House,March 2019
0,"8 LIMOUSIN DRIVE, ASCOT",-36.8021738,144.4779988,4,2,2,$420,House,March 2019
0,"110 STRICKLAND STREET, ASCOT",-36.69586268,144.33039586,5,2,2,$470,House,March 2019
0,"110 STRICKLAND STREET, ASCOT",-36.69586268,144.33039586,5,2,2,$470,House,March 2019
0,"110 STRICKLAND STREET, ASCOT",-36.69586268,144.33039586,5,2,2,$470 per week,House,March 2019
0,"4/49-51 LARCH CRESCENT, MOUNT WAVERLEY",-37.867263,145.148230,3,2,2,$650,none,June 2022
0,"4/49-51 LARCH CRESCENT, MOUNT WAVERLEY",-37.867263,145.148230,3,2,2,$650,none,June 2022
0,"4/49-51 LARCH CRESCENT, MOUNT WAVERLEY",-37.867263,145.148230,3,2,2,$650,none,May 2022
0,"4/49-51 LARCH CRESCENT, MOUNT WAVERLEY",-37.867263,145.148230,3,2,2,$540 pw,none,July 2019
0,"4/49-51 LARCH CRESCENT, MOUNT WAVERLEY",-37.867263,145.148230,3,2,2,$550 pw,none,June 2017
0,"4/49-51 LARCH CRESCENT, MOUNT WAVERLEY",-37.867263,145.148230,3,2,2,$495 pw,none,December 2014
0,"4/49-51 LARCH CRESCENT, MOUNT WAVERLEY",-37.867263,145.148230,3,2,2,$510 pw,none,April 2012
0,"4/49-51 LARCH CRESCENT, MOUNT WAVERLEY",-37.867263,145.148230,3,2,2,$500,none,June 2011
0,"4/49-51 LARCH CRESCENT, MOUNT WAVERLEY",-37.867263,145.148230,3,2,2,$500 pw,none,June 2011
0,"4/49-51 LARCH CRESCENT, MOUNT WAVERLEY",-37.867263,145.148230,3,2,2,$480 pw,none,June 2008
0,"4/49-51 LARCH CRESCENT, MOUNT WAVERLEY",-37.867263,145.148230,3,2,2,$590 pw,none,June 2008
0,"42 GRENFELL ROAD, MOUNT WAVERLEY",-37.879077,145.116681,3,3,2,$690,Available Now,June 2022
0,"42 GRENFELL ROAD, MOUNT WAVERLEY",-37.879077,145.116681,3,3,2,$690,Available Now,June 2022
0,"42 GRENFELL ROAD, MOUNT WAVERLEY",-37.879077,145.116681,3,3,2,$590 per week,Available Now,February 2017
0,"42 GRENFELL ROAD, MOUNT WAVERLEY",-37.879077,145.116681,3,3,2,$590 per week,Available Now,January 2016
0,"42 GRENFELL ROAD, MOUNT WAVERLEY",-37.879077,145.116681,3,3,2,$590 per week,Available Now,September 2015
0,"2/33 LEE AVENUE, MOUNT WAVERLEY",-37.8746280,145.1451110,2,1,1,$450,none,June 2022
0,"2/33 LEE AVENUE, MOUNT WAVERLEY",-37.8746280,145.1451110,2,1,1,$450,none,June 2022
0,"2/33 LEE AVENUE, MOUNT WAVERLEY",-37.8746280,145.1451110,2,1,1,$400 pw,none,December 2017
0,"2/33 LEE AVENUE, MOUNT WAVERLEY",-37.8746280,145.1451110,2,1,1,$400 per week,none,November 2017
0,"2/33 LEE AVENUE, MOUNT WAVERLEY",-37.8746280,145.1451110,2,1,1,$380 pw,none,February 2014
0,"2/33 LEE AVENUE, MOUNT WAVERLEY",-37.8746280,145.1451110,2,1,1,$350 pw,none,December 2012
0,"2/33 LEE AVENUE, MOUNT WAVERLEY",-37.8746280,145.1451110,2,1,1,$350 pw,none,January 2012
0,"302 LAWRENCE ROAD, MOUNT WAVERLEY, MOUNT WAVERLEY",-37.882105,145.141294,4,2,2,$450 pw,none,June 2022
0,"302 LAWRENCE ROAD, MOUNT WAVERLEY, MOUNT WAVERLEY",-37.882105,145.141294,4,2,2,$450 pw,none,June 2022
0,"302 LAWRENCE ROAD, MOUNT WAVERLEY, MOUNT WAVERLEY",-37.882105,145.141294,4,2,2,$450 pw,none,March 2021
0,"82 HEADINGLEY ROAD, MOUNT WAVERLEY",-37.86888001,145.13592001,3,1,2,$525 per week,Available,June 2022
0,"82 HEADINGLEY ROAD, MOUNT WAVERLEY",-37.86888001,145.13592001,3,1,2,$525 per week,Available,June 2022
0,"82 HEADINGLEY ROAD, MOUNT WAVERLEY",-37.86888001,145.13592001,3,1,2,$525,Available,June 2022
0,"1/452 HUNTINGDALE ROAD, MOUNT WAVERLEY",-37.884404,145.108983,3,1,none,$420 per week,House,June 2022
0,"1/452 HUNTINGDALE ROAD, MOUNT WAVERLEY",-37.884404,145.108983,3,1,none,$420 per week,House,June 2022
0,"1/452 HUNTINGDALE ROAD, MOUNT WAVERLEY",-37.884404,145.108983,3,1,none,$435 per week,House,June 2022
0,"1/452 HUNTINGDALE ROAD, MOUNT WAVERLEY",-37.884404,145.108983,3,1,none,$420,House,June 2022
0,"1/452 HUNTINGDALE ROAD, MOUNT WAVERLEY",-37.884404,145.108983,3,1,none,$420 per week,House,December 2021
0,"1/452 HUNTINGDALE ROAD, MOUNT WAVERLEY",-37.884404,145.108983,3,1,none,$435 per week,House,September 2021
0,"1/452 HUNTINGDALE ROAD, MOUNT WAVERLEY",-37.884404,145.108983,3,1,none,$435 per week,House,August 2021
0,"1/452 HUNTINGDALE ROAD, MOUNT WAVERLEY",-37.884404,145.108983,3,1,none,$435 per week,House,June 2021
0,"1/452 HUNTINGDALE ROAD, MOUNT WAVERLEY",-37.884404,145.108983,3,1,none,$425 per week,House,December 2018
0,"1/452 HUNTINGDALE ROAD, MOUNT WAVERLEY",-37.884404,145.108983,3,1,none,$425,House,December 2018
0,"1/452 HUNTINGDALE ROAD, MOUNT WAVERLEY",-37.884404,145.108983,3,1,none,$425 per week,House,December 2017
0,"1/452 HUNTINGDALE ROAD, MOUNT WAVERLEY",-37.884404,145.108983,3,1,none,$425,House,December 2017
0,"1/452 HUNTINGDALE ROAD, MOUNT WAVERLEY",-37.884404,145.108983,3,1,none,$435 p.w.,House,November 2017
0,"1/452 HUNTINGDALE ROAD, MOUNT WAVERLEY",-37.884404,145.108983,3,1,none,$435 pw,House,November 2017
0,"1/452 HUNTINGDALE ROAD, MOUNT WAVERLEY",-37.884404,145.108983,3,1,none,$420 pw,House,January 2016
0,"1/452 HUNTINGDALE ROAD, MOUNT WAVERLEY",-37.884404,145.108983,3,1,none,$420 per week,House,November 2015
0,"1/452 HUNTINGDALE ROAD, MOUNT WAVERLEY",-37.884404,145.108983,3,1,none,$420 pw,House,November 2015
0,"1/452 HUNTINGDALE ROAD, MOUNT WAVERLEY",-37.884404,145.108983,3,1,none,$420,House,November 2015
0,"1/452 HUNTINGDALE ROAD, MOUNT WAVERLEY",-37.884404,145.108983,3,1,none,$450 per week,House,September 2015
0,"94 LECHTE ROAD, MOUNT WAVERLEY",-37.8706990,145.1421300,4,3,none,$740,House,June 2022
0,"94 LECHTE ROAD, MOUNT WAVERLEY",-37.8706990,145.1421300,4,3,none,$740,House,June 2022
0,"94 LECHTE ROAD, MOUNT WAVERLEY",-37.8706990,145.1421300,4,3,none,$700,House,May 2021
0,"1/22-24 WINBOURNE ROAD, MOUNT WAVERLEY",-37.8772113002,145.1269033002,3,2,2,$750 per week,Townhouse,June 2022
0,"1/22-24 WINBOURNE ROAD, MOUNT WAVERLEY",-37.8772113002,145.1269033002,3,2,2,$750 per week,Townhouse,June 2022
0,"1/22-24 WINBOURNE RD, MOUNT WAVERLEY",-37.87686001,145.12164001,3,2,2,$750 per week,Townhouse,June 2022
0,"1/22-24 WINBOURNE RD, MOUNT WAVERLEY",-37.87686001,145.12164001,3,2,2,$750 per week,Townhouse,June 2022
0,"3 BIRDIE STREET, MOUNT WAVERLEY",-37.888964,145.127983,3,2,2,$560,Rental_residential,June 2022
0,"3 BIRDIE STREET, MOUNT WAVERLEY",-37.888964,145.127983,3,2,2,$560,Rental_residential,June 2022
0,"3 BIRDIE STREET, MOUNT WAVERLEY",-37.888964,145.127983,3,2,2,$440 pw,Rental_residential,June 2009
0,"22 SADIE STREET, MOUNT WAVERLEY",-37.890017,145.119197,4,1,4,$495 per week,Rental_residential,June 2022
0,"22 SADIE STREET, MOUNT WAVERLEY",-37.890017,145.119197,4,1,4,$495 per week,Rental_residential,June 2022
0,"22 SADIE STREET, MOUNT WAVERLEY",-37.890017,145.119197,4,1,4,$520,Rental_residential,June 2022
0,"22 SADIE STREET, MOUNT WAVERLEY",-37.890017,145.119197,4,1,4,$530 per week,Rental_residential,November 2019
0,"22 SADIE STREET, MOUNT WAVERLEY",-37.890017,145.119197,4,1,4,$530,Rental_residential,November 2019
0,"22 SADIE STREET, MOUNT WAVERLEY",-37.890017,145.119197,4,1,4,$520 per week,Rental_residential,October 2018
0,"22 SADIE STREET, MOUNT WAVERLEY",-37.890017,145.119197,4,1,4,$520,Rental_residential,October 2018
0,"22 SADIE STREET, MOUNT WAVERLEY",-37.890017,145.119197,4,1,4,$520 per week,Rental_residential,April 2018
0,"22 SADIE STREET, MOUNT WAVERLEY",-37.890017,145.119197,4,1,4,$520,Rental_residential,April 2018
0,"22 SADIE STREET, MOUNT WAVERLEY",-37.890017,145.119197,4,1,4,$480 pw,Rental_residential,July 2015
0,"22 SADIE STREET, MOUNT WAVERLEY",-37.890017,145.119197,4,1,4,$490 pw,Rental_residential,June 2014
0,"22 SADIE STREET, MOUNT WAVERLEY",-37.890017,145.119197,4,1,4,$490 pw,Rental_residential,May 2014
0,"22 SADIE STREET, MOUNT WAVERLEY",-37.890017,145.119197,4,1,4,$500 pw,Rental_residential,May 2014
0,"22 SADIE STREET, MOUNT WAVERLEY",-37.890017,145.119197,4,1,4,$520 pw,Rental_residential,October 2012
0,"22 SADIE STREET, MOUNT WAVERLEY",-37.890017,145.119197,4,1,4,$365,Rental_residential,June 2007
0,"22 SADIE STREET, MOUNT WAVERLEY",-37.890017,145.119197,4,1,4,$375,Rental_residential,June 2007
0,"22 SADIE STREET, MOUNT WAVERLEY",-37.890017,145.119197,4,1,4,$375,Rental_residential,May 2007
0,"22 SADIE STREET, MOUNT WAVERLEY",-37.890017,145.119197,4,1,4,$375,Rental_residential,March 2007
0,"29 VASEY AVENUE, MOUNT WAVERLEY",-37.8808100,145.1418920,3,1,1,$510 per week,Rental_residential,June 2022
0,"29 VASEY AVENUE, MOUNT WAVERLEY",-37.8808100,145.1418920,3,1,1,$510 per week,Rental_residential,June 2022
0,"29 VASEY AVENUE, MOUNT WAVERLEY",-37.8808100,145.1418920,3,1,1,$510,Rental_residential,June 2022
0,"29 VASEY AVENUE, MOUNT WAVERLEY",-37.8808100,145.1418920,3,1,1,$500 per week,Rental_residential,June 2021
0,"29 VASEY AVENUE, MOUNT WAVERLEY",-37.8808100,145.1418920,3,1,1,$500 per week,Rental_residential,April 2021
0,"29 VASEY AVENUE, MOUNT WAVERLEY",-37.8808100,145.1418920,3,1,1,$500 per week,Rental_residential,February 2020
0,"29 VASEY AVENUE, MOUNT WAVERLEY",-37.8808100,145.1418920,3,1,1,$495,Rental_residential,March 2019
0,"29 VASEY AVENUE, MOUNT WAVERLEY",-37.8808100,145.1418920,3,1,1,$495,Rental_residential,February 2019
0,"29 VASEY AVENUE, MOUNT WAVERLEY",-37.8808100,145.1418920,3,1,1,$495,Rental_residential,August 2018
0,"29 VASEY AVENUE, MOUNT WAVERLEY",-37.8808100,145.1418920,3,1,1,$460 per week,Rental_residential,April 2015
0,"29 VASEY AVENUE, MOUNT WAVERLEY",-37.8808100,145.1418920,3,1,1,$460 per week,Rental_residential,October 2014
0,"29 VASEY AVENUE, MOUNT WAVERLEY",-37.8808100,145.1418920,3,1,1,$440 per week,Rental_residential,December 2011
0,"17 KAY STREET, MOUNT WAVERLEY",-37.86017500,145.13027700,4,2,2,$890 pw,House,June 2022
0,"17 KAY STREET, MOUNT WAVERLEY",-37.86017500,145.13027700,4,2,2,$890 pw,House,June 2022
0,"17 KAY STREET, MOUNT WAVERLEY",-37.86017500,145.13027700,4,2,2,$890,House,June 2022
0,"17 KAY STREET, MOUNT WAVERLEY",-37.86017500,145.13027700,4,2,2,$420 pw,House,September 2017
0,"23 AMBER GROVE, MOUNT WAVERLEY",-37.87576700,145.13149700,3,1,2,$380 per week,House,June 2022
0,"23 AMBER GROVE, MOUNT WAVERLEY",-37.87576700,145.13149700,3,1,2,$380 per week,House,June 2022
0,"23 AMBER GROVE, MOUNT WAVERLEY",-37.87576700,145.13149700,3,1,2,$380,House,June 2022
0,"23 AMBER GROVE, MOUNT WAVERLEY",-37.87576700,145.13149700,3,1,2,$430,House,May 2018
0,"23 AMBER GROVE, MOUNT WAVERLEY",-37.87576700,145.13149700,3,1,2,$430 pw,House,May 2018
0,"23 AMBER GROVE, MOUNT WAVERLEY",-37.87576700,145.13149700,3,1,2,$470,House,April 2018
0,"1/33 ESSEX ROAD, MOUNT WAVERLEY",-37.86272900,145.11582200,5,2,1,$625 Wk,Unit/apmt,June 2022
0,"1/33 ESSEX ROAD, MOUNT WAVERLEY",-37.86272900,145.11582200,5,2,1,$625 Wk,Unit/apmt,June 2022
0,"1/33 ESSEX ROAD, MOUNT WAVERLEY",-37.86272900,145.11582200,5,2,1,$675,Unit/apmt,June 2022
0,"1/33 ESSEX ROAD, MOUNT WAVERLEY",-37.86272900,145.11582200,5,2,1,$660 per week,Unit/apmt,April 2022
0,"1/33 ESSEX ROAD, MOUNT WAVERLEY",-37.86272900,145.11582200,5,2,1,$590 pw,Unit/apmt,December 2017
0,"1/33 ESSEX ROAD, MOUNT WAVERLEY",-37.86272900,145.11582200,5,2,1,$590 pw,Unit/apmt,June 2017
0,"1/33 ESSEX ROAD, MOUNT WAVERLEY",-37.86272900,145.11582200,5,2,1,$650 pw,Unit/apmt,March 2017
0,"1/33 ESSEX ROAD, MOUNT WAVERLEY",-37.86272900,145.11582200,5,2,1,$580 pw,Unit/apmt,August 2008
