,STOP_ID,STOP_NAME,LATITUDE,LONGITUDE,TICKETZONE,ROUTEUSSP,geometry,postcode,suburb
883,20482,15-Murphy St/Flemington Rd (North Melbourne),-37.797488,144.952385,1,"59,58",POINT (144.95239098028586 -37.7974748465773),3052,PARKVILLE
884,20490,12-Flemington Rd/Peel St (North Melbourne),-37.801384,144.95673,1,58,POINT (144.95673581910913 -37.80137085689827),3000,MELBOURNE
885,20491,12-Flemington Rd/Peel St (North Melbourne),-37.801548,144.956805,1,58,POINT (144.95681105907826 -37.801534836904416),3000,MELBOURNE
886,20492,11-Queensberry St/Peel St (North Melbourne),-37.803623,144.956441,1,58,POINT (144.95644709891624 -37.80360987689242),3051,NORTH MELBOURNE
887,20493,11-Queensberry St/Peel St (North Melbourne),-37.803307,144.956393,1,58,POINT (144.95639885895892 -37.80329379688717),3051,NORTH MELBOURNE
888,20494,126-City Rd/Light Rail (South Melbourne),-37.829551,144.954442,1,96,POINT (144.9544480164487 -37.82953779691646),3006,SOUTHBANK
889,20495,126-City Rd/Light Rail (South Melbourne),-37.829189,144.954372,1,96,POINT (144.9543778165002 -37.82917581690952),3006,SOUTHBANK
890,20496,127-South Melbourne Station/Light Rail (South Melbourne),-37.833156,144.95549,1,96,POINT (144.95549597587507 -37.83314283701049),3205,SOUTH MELBOURNE
891,20497,127-South Melbourne Station/Light Rail (South Melbourne),-37.833035,144.955289,1,96,POINT (144.95529509592313 -37.833021876996014),3205,SOUTH MELBOURNE
892,20498,128-Albert Park Station/Light Rail (South Melbourne),-37.840233,144.958749,1,96,POINT (144.95875505453986 -37.84021980727702),3205,SOUTH MELBOURNE
893,20499,128-Albert Park Station/Light Rail (South Melbourne),-37.840076,144.958571,1,96,POINT (144.95857685458793 -37.84006284726386),3205,SOUTH MELBOURNE
894,20500,129-Melbourne Sports and Aquatic Centre/Light Rail (Middle Park),-37.845267,144.961667,1,96,POINT (144.96167285348565 -37.845253867507594),3206,ALBERT PARK
895,20501,129-Melbourne Sports and Aquatic Centre/Light Rail (Middle Park),-37.845483,144.961672,1,96,POINT (144.96167789346129 -37.84546986750928),3206,MIDDLE PARK
896,20502,130-Middle Park Station/Light Rail (Middle Park),-37.849626,144.965684,1,96,POINT (144.96569009231337 -37.84961283780919),3206,ALBERT PARK
897,20503,130-Middle Park Station/Light Rail (Middle Park),-37.849585,144.965401,1,96,POINT (144.9654067723671 -37.84957179778958),3206,MIDDLE PARK
898,20504,131-Fraser St/Light Rail (Middle Park),-37.853764,144.971026,1,96,POINT (144.97103177093453 -37.85375085820005),3182,ST KILDA
899,20505,131-Fraser St/Light Rail (Middle Park),-37.853983,144.971167,1,96,POINT (144.9711728908862 -37.85396982821104),3182,SAINT KILDA WEST
900,20506,132-St Kilda Station/Fitzroy St (St Kilda),-37.859285,144.977637,1,96,POINT (144.97764280918415 -37.85927181868642),3182,ST KILDA
901,20507,132-St Kilda Station/Fitzroy St (St Kilda),-37.859044,144.977257,1,96,POINT (144.9772630092764 -37.85903079865894),3182,ST KILDA
902,20508,133-Canterbury Rd/Fitzroy St (St Kilda),-37.86018,144.976772,1,"3/3a,96,16",POINT (144.97677808923711 -37.8601668686328),3182,ST KILDA
903,20509,133-Canterbury Rd/Fitzroy St (St Kilda),-37.859932,144.977017,1,"3/3a,96,16",POINT (144.97702288922156 -37.85991882864801),3182,ST KILDA
904,20510,134-Park St/Fitzroy St (St Kilda),-37.861083,144.975258,1,"3/3a,96,16",POINT (144.97526392940222 -37.861069838534824),3182,ST KILDA
905,20511,134-Park St/Fitzroy St (St Kilda),-37.860957,144.975273,1,"3/3a,96,16",POINT (144.9752790494133 -37.86094383853508),3182,ST KILDA
906,20512,135-Acland St/Fitzroy St (St Kilda),-37.862051,144.973413,1,"3/3a,96,16",POINT (144.97341892961782 -37.862037878414625),3182,ST KILDA
907,20513,135-Jacka Bvd/Fitzroy St (St Kilda),-37.862414,144.973005,1,"3/3a,96,16",POINT (144.97301104964927 -37.86240084838897),3182,ST KILDA
908,20514,136-Alfred Square/The Esplanade (St Kilda),-37.865197,144.973486,1,"3/3a,96,16",POINT (144.97349200926274 -37.86518382843909),3182,ST KILDA
909,20515,136-Alfred Square/The Esplanade (St Kilda),-37.865293,144.973779,1,"3/3a,96,16",POINT (144.97378504920133 -37.865279858459736),3182,ST KILDA
910,20518,138-Luna Park/The Esplanade (St Kilda),-37.866985,144.976835,1,"3/3a,96,16",POINT (144.97684108848554 -37.86697185867924),3182,ST KILDA
911,20519,138-Luna Park/The Esplanade (St Kilda),-37.867001,144.97721,1,"3/3a,96,16",POINT (144.97721584841858 -37.86698787870498),3182,ST KILDA
912,20520,139-Belford St/Acland St (St Kilda),-37.868877,144.979944,1,96,POINT (144.97995004773867 -37.868863838903664),3182,ST KILDA
913,20522,139-Belford St/Acland St (St Kilda),-37.868807,144.980071,1,96,POINT (144.98007676772423 -37.868793818911904),3182,ST KILDA
914,20523,48-Hawthorn Rd/Dandenong Rd (Malvern),-37.865836,145.02644,1,16,POINT (145.02644583998233 -37.86582283207057),3161,CAULFIELD NORTH
915,20524,48-Dandenong Rd/Glenferrie Rd (Malvern),-37.866057,145.02781,1,16,POINT (145.02781599971988 -37.86604387216595),3144,MALVERN
916,20525,52-Dandenong Rd/Glenferrie Rd (Malvern),-37.866057,145.02781,1,16,POINT (145.02781599971988 -37.86604387216595),3144,MALVERN
917,20526,53-Malvern Railway Station/Glenferrie Rd (Malvern),-37.865264,145.027774,1,16,POINT (145.02777999981274 -37.86525088215858),3144,MALVERN
918,20527,53-Malvern Railway Station/Glenferrie Rd (Malvern),-37.86418,145.028156,1,16,POINT (145.0281619598647 -37.86416683217806),3144,MALVERN
919,20528,54-Wattletree Rd/Glenferrie Rd (Malvern),-37.862478,145.028258,1,16,POINT (145.02826384003274 -37.86246484217451),3144,MALVERN
920,20529,54-Wattletree Rd/Glenferrie Rd (Malvern),-37.862158,145.028505,1,16,POINT (145.02851080002478 -37.862144802189476),3144,MALVERN
921,20530,55-Llaneast St/Glenferrie Rd (Malvern),-37.861148,145.028464,1,16,POINT (145.02846976014217 -37.861134822180404),3144,MALVERN
922,20531,55-Edsall St/Glenferrie Rd (Malvern),-37.861034,145.028671,1,16,POINT (145.0286767601186 -37.86102088219392),3144,MALVERN
923,20532,56-Malvern Tram Depot/Glenferrie Rd (Malvern),-37.859,145.028828,1,16,POINT (145.02883408031332 -37.858986882192106),3144,MALVERN
924,20533,56-Malvern Tram Depot/Glenferrie Rd (Malvern),-37.858841,145.029048,1,16,POINT (145.02905404029244 -37.85882785220622),3144,MALVERN
925,20534,57-High St/Glenferrie Rd (Malvern),-37.856825,145.029181,1,16,POINT (145.0291868804894 -37.85681185220284),3144,MALVERN
926,20535,57-High St/Glenferrie Rd (Malvern),-37.856496,145.029429,1,16,POINT (145.02943492048217 -37.85648281221782),3144,MALVERN
927,20536,58-Bell St/Glenferrie Rd (Malvern),-37.854074,145.029584,1,16,POINT (145.02959008071963 -37.85406082221347),3144,MALVERN
928,20537,58-Sorrett Ave/Glenferrie Rd (Malvern),-37.854095,145.029777,1,16,POINT (145.02978304068375 -37.854081882226836),3144,MALVERN
929,20538,59-Malvern Rd/Glenferrie Rd (Malvern),-37.851836,145.029939,1,16,POINT (145.02994504090216 -37.85182288222396),3144,MALVERN
930,20539,59-Malvern Rd/Glenferrie Rd (Malvern),-37.851525,145.030186,1,16,POINT (145.0301920008932 -37.85151184223898),3144,MALVERN
931,20540,60-Stonnington Pl/Glenferrie Rd (Malvern),-37.849662,145.030361,1,16,POINT (145.03036696106614 -37.84964884223944),3144,MALVERN
932,20541,60-Stonnington Pl/Glenferrie Rd (Malvern),-37.849674,145.030508,1,16,POINT (145.0305138410393 -37.8496608122496),3144,MALVERN
933,20542,61-Moorakyne Ave/Glenferrie Rd (Malvern),-37.847704,145.030731,1,16,POINT (145.03073704121556 -37.847690802252714),3144,MALVERN
934,20543,61-Moorakyne Ave/Glenferrie Rd (Malvern),-37.847734,145.030878,1,16,POINT (145.03088392118673 -37.84772086226298),3144,MALVERN
935,20544,62-Mayfield Ave/Glenferrie Rd (Malvern),-37.845737,145.031102,1,16,POINT (145.03110784136578 -37.84572385226597),3144,MALVERN
936,20545,62-Mayfield Ave/Glenferrie Rd (Malvern),-37.845362,145.031328,1,16,POINT (145.03133392136743 -37.84534882227915),3144,MALVERN
937,20546,63-Toorak Rd/Glenferrie Rd (Malvern),-37.84394,145.031434,1,16,POINT (145.03143976150423 -37.843926822277616),3144,MALVERN
938,20547,63-Toorak Rd/Glenferrie Rd (Kooyong),-37.843646,145.031657,1,16,POINT (145.03166296149752 -37.84363288229111),3144,KOOYONG
939,20548,64-Mernda Rd/Glenferrie Rd (Kooyong),-37.842475,145.031666,1,16,POINT (145.03167196162377 -37.84246180228447),3144,KOOYONG
940,4124,127-York St/Clarendon St (South Melbourne),-37.830982,144.959526,1,12,POINT (144.9595319354099 -37.83096879727279),3205,SOUTH MELBOURNE
941,4125,126-City Rd/Clarendon St (South Melbourne),-37.827223,144.957869,1,12,POINT (144.95787485610612 -37.82720985713626),3006,SOUTHBANK
942,4126,130a-Raglan St/Clarendon St (South Melbourne),-37.837614,144.962582,1,12,POINT (144.96258797415828 -37.837600807522634),3205,SOUTH MELBOURNE
943,4127,130-Clarendon St/Albert Rd (South Melbourne),-37.83952,144.962871,1,12,POINT (144.9628770539009 -37.83950682755429),3206,ALBERT PARK
944,4128,131-Melbourne Sports & Aquatic Centre/Albert Rd (Albert Park),-37.840688,144.961111,1,12,POINT (144.9611170140799 -37.84067484744124),3206,ALBERT PARK
945,4129,132-Kerferd Rd/Canterbury Rd (Albert Park),-37.842451,144.959347,1,12,POINT (144.95935301419493 -37.84243785733161),3206,ALBERT PARK
946,4130,133-Canterbury Rd/Mills St (Middle Park),-37.844069,144.960132,1,12,POINT (144.96013781388268 -37.844055877395256),3206,ALBERT PARK
947,4131,134-Carter St/Mills St (Middle Park),-37.845597,144.958874,1,12,POINT (144.95887997393535 -37.845583807318775),3206,ALBERT PARK
948,4132,135-Richardson St/Mills St (Middle Park),-37.84741,144.957403,1,12,POINT (144.95740901399407 -37.84739685722949),3206,ALBERT PARK
949,4133,136-Mills St/Danks St (Middle Park),-37.849739,144.956077,1,12,POINT (144.95608277397156 -37.8497258771533),3206,ALBERT PARK
950,4134,137-Harold St/Danks St (Middle Park),-37.851361,144.959181,1,12,POINT (144.95918705325553 -37.85134785737546),3206,MIDDLE PARK
951,4135,143-Fitzroy St/Park St (St Kilda),-37.860988,144.974453,1,12,POINT (144.97445896955256 -37.86097479847916),3182,ST KILDA
952,4136,142-Mary St/Park St (St Kilda West),-37.859794,144.97319,1,12,POINT (144.97319608990216 -37.85978085838541),3182,SAINT KILDA WEST
953,4137,141-Deakin St/Park St (St Kilda West),-37.857491,144.970787,1,12,POINT (144.97079309057065 -37.85747784820679),3182,SAINT KILDA WEST
954,20557,68-Callantina Rd/Glenferrie Rd (Hawthorn),-37.833223,145.033502,1,16,POINT (145.03350796231442 -37.83320980235314),3122,HAWTHORN
955,20558,69-South St/Glenferrie Rd (Hawthorn),-37.831388,145.033665,1,16,POINT (145.0336710424863 -37.83137488235296),3122,HAWTHORN
956,20559,69-South St/Glenferrie Rd (Hawthorn),-37.831112,145.033877,1,16,POINT (145.0338830824796 -37.8310988523658),3122,HAWTHORN
957,20560,70-Riversdale Rd/Glenferrie Rd (Hawthorn),-37.828899,145.034094,1,16,POINT (145.03409980268344 -37.82888584236695),3122,HAWTHORN
958,20561,70-Riversdale Rd/Glenferrie Rd (Hawthorn),-37.828632,145.034329,1,16,POINT (145.03433488267177 -37.82861881238144),3122,HAWTHORN
959,20562,71-Urquhart St/Glenferrie Rd (Hawthorn),-37.826041,145.034613,1,16,POINT (145.0346189229051 -37.82602780238487),3122,HAWTHORN
960,20563,71-Urquhart St/Glenferrie Rd (Hawthorn),-37.825973,145.034842,1,16,POINT (145.03484788287275 -37.82595985240017),3122,HAWTHORN
961,20564,72-Manningtree Rd/Glenferrie Rd (Hawthorn),-37.824155,145.03497,1,16,POINT (145.03497604304889 -37.82414185239769),3122,HAWTHORN
962,20565,72-Manningtree Rd/Glenferrie Rd (Hawthorn),-37.824023,145.03519,1,16,POINT (145.03519600302508 -37.82400982241198),3122,HAWTHORN
963,20566,73-Burwood Rd/Glenferrie Rd (Hawthorn),-37.822709,145.03527,1,16,POINT (145.0352759231546 -37.82269582240931),3122,HAWTHORN
964,20567,73-Burwood Rd/Glenferrie Rd (Hawthorn),-37.822496,145.035446,1,16,POINT (145.03545196314724 -37.82248288242007),3122,HAWTHORN
965,20568,74-Glenferrie Railway Station/Glenferrie Rd (Hawthorn),-37.820535,145.035668,1,16,POINT (145.0356740833226 -37.820521872423164),3122,HAWTHORN
966,20569,74-Glenferrie Station/Glenferrie Rd (Hawthorn),-37.820535,145.035668,1,16,POINT (145.0356740833226 -37.820521872423164),3122,HAWTHORN
967,20570,75-Chrystobel Cres/Glenferrie Rd (Hawthorn),-37.818881,145.035962,1,16,POINT (145.03596784345206 -37.818867852433065),3122,HAWTHORN
968,20571,75-Liddiard St/Glenferrie Rd (Hawthorn),-37.818606,145.036219,1,16,POINT (145.03622488343743 -37.81859281244901),3122,HAWTHORN
969,20572,76-Johnson St/Glenferrie Rd (Hawthorn),-37.816851,145.036311,1,16,POINT (145.03631704361285 -37.81683781244445),3122,HAWTHORN
970,20573,76-Johnson St/Glenferrie Rd (Hawthorn),-37.816774,145.036586,1,16,POINT (145.03659208357354 -37.81676086246286),3122,HAWTHORN
971,20584,77-Barkers Rd/Glenferrie Rd (Hawthorn),-37.814812,145.036717,1,16,POINT (145.03672276376486 -37.81479886245966),3122,HAWTHORN
972,20589,77-Barkers Rd/Glenferrie Rd (Hawthorn),-37.814617,145.036927,1,16,POINT (145.03693300374965 -37.81460383247289),3101,KEW
973,20590,78-Fitzwilliam St/Glenferrie Rd (Hawthorn),-37.812116,145.037209,1,16,POINT (145.03721488397355 -37.812102822476724),3101,KEW
974,20591,78-Fitzwilliam St/Glenferrie Rd (Hawthorn),-37.812021,145.037462,1,16,POINT (145.03746796393997 -37.81200787249352),3101,KEW
975,20592,79-Wellington St/Glenferrie Rd (Hawthorn),-37.810087,145.037638,1,16,POINT (145.03764400412035 -37.8100738624936),3101,KEW
976,20593,79-Wellington St/Glenferrie Rd (Hawthorn),-37.809901,145.037824,1,16,POINT (145.0378297641084 -37.809887832505204),3101,KEW
977,20594,80-Cotham Rd/Glenferrie Rd (Kew),-37.807923,145.038115,1,16,POINT (145.03812100427365 -37.807909812512925),3101,KEW
978,20595,80-Cotham Rd/Glenferrie Rd (Kew),-37.807896,145.038127,1,16,POINT (145.03813288427455 -37.80788281251357),3101,KEW
979,20597,37-Chapel St/Carlisle St (St Kilda),-37.868445,144.990494,1,"3/3a,16",POINT (144.99049984595032 -37.86843183962305),3182,ST KILDA
980,20598,38-Balaclava Station/Carlisle St (Balaclava),-37.868862,144.993813,1,"3/3a,16",POINT (144.99381904532743 -37.8688488098529),3183,BALACLAVA
981,20599,39-Carlisle Ave/Carlisle St (St Kilda),-37.869245,144.996736,1,"3/3a,16",POINT (144.99674188477724 -37.86923185005544),3183,BALACLAVA
982,20647,40-Hotham St/Balaclava Rd (St Kilda East),-37.86961,144.999625,1,"3/3a,16",POINT (144.99963088423488 -37.869596800255586),3183,ST KILDA EAST
983,20648,41-Vadlure Ave/Balaclava Rd (St Kilda East),-37.869984,145.002582,1,"3/3a,16",POINT (145.00258792367967 -37.86997084046049),3183,ST KILDA EAST
984,20774,52-Hoffmans Rd/Keilor Rd (Essendon),-37.737477,144.892547,1,59,POINT (144.89255287715338 -37.737463832125066),3040,ESSENDON
985,20775,37-Buckley St/Pascoe Vale Rd (Essendon),-37.757932,144.926461,1,59,POINT (144.92646702906717 -37.75791885456253),3040,ESSENDON
986,20778,25-St James Park/Burwood Rd (Hawthorn),-37.820884,145.021027,1,75,POINT (145.02103288582657 -37.82087080142069),3122,HAWTHORN
987,20779,25-St James Park/Burwood Rd (Hawthorn),-37.820958,145.021115,1,75,POINT (145.02112108580317 -37.82094487142719),3122,HAWTHORN
988,20780,26-Hawthorn Railway Station/Burwood Rd (Hawthorn),-37.821453,145.024817,1,75,POINT (145.02482296510644 -37.821439871684184),3122,HAWTHORN
989,20781,26-Hawthorn Railway Station/Burwood Rd (Hawthorn),-37.821287,145.024583,1,75,POINT (145.0245889651652 -37.82127382166711),3122,HAWTHORN
990,20782,27-Burwood Rd/Power St (Hawthorn),-37.821747,145.026275,1,75,POINT (145.02628096482124 -37.82173381178604),3122,HAWTHORN
991,20783,27-Power St/Burwood Rd (Hawthorn),-37.821468,145.026282,1,75,POINT (145.02628780485048 -37.821454811784776),3122,HAWTHORN
992,20784,28-Wattle Rd/Power St (Hawthorn),-37.824778,145.025865,1,75,POINT (145.02587092456196 -37.82476483177671),3122,HAWTHORN
993,20785,28-Wattle Rd/Power St (Hawthorn),-37.82491,145.025713,1,75,POINT (145.02571900457394 -37.82489686176709),3122,HAWTHORN
994,20895,44-Burke Rd/Doncaster Rd (Balwyn North),-37.793468,145.064265,1,48,POINT (145.06427104131498 -37.79345482422003),3104,BALWYN NORTH
995,20979,0-Bourke St/Spring St (Melbourne City),-37.811664,144.973246,1,35,POINT (144.9732518951258 -37.811650838091005),3002,EAST MELBOURNE
996,20980,38-Normanby Ave/High St (Thornbury),-37.759651,145.000321,1,86,POINT (145.00032677608232 -37.759637859621456),3071,THORNBURY
997,20981,D1-Stadium Precinct/La Trobe St (Docklands),-37.814566,144.946745,1,"35,86,30",POINT (144.94675085941222 -37.81455279629799),3008,DOCKLANDS
998,21042,42-Allan Rd/Balaclava Rd (Caulfield North),-37.870342,145.005585,1,"3/3a,16",POINT (145.0055910431182 -37.87032886066848),3183,ST KILDA EAST
999,21057,43-Orrong Rd/Balaclava Rd (Caulfield North),-37.870748,145.008791,1,"3/3a,16",POINT (145.0087968425162 -37.8707348508907),3161,CAULFIELD NORTH
1000,21058,44-Otira Rd/Balaclava Rd (Caulfield North),-37.871178,145.012383,1,"3/3a,16",POINT (145.01238892184438 -37.87116487113959),3161,CAULFIELD NORTH
1001,21059,45-Kent Gr/Balaclava Rd (Caulfield North),-37.871557,145.015101,1,"3/3a,16",POINT (145.01510692133024 -37.87154386132828),3161,CAULFIELD NORTH
1002,21060,46-Kooyong Rd/Balaclava Rd (Caulfield North),-37.871894,145.017957,1,"3/3a,16",POINT (145.01796280079662 -37.871880821526204),3161,CAULFIELD NORTH
1003,21061,41-Burke Rd/Camberwell Rd (Camberwell),-37.832084,145.057723,"1,2",75,POINT (145.05772875823212 -37.832070854009785),3124,CAMBERWELL
1004,21062,42-Camberwell Primary School/Camberwell Rd (Camberwell),-37.833049,145.058868,"1,2",75,POINT (145.05887391792777 -37.83303583409449),3124,CAMBERWELL
1005,21063,42-Camberwell Primary School/Camberwell Rd (Camberwell),-37.833339,145.058929,"1,2",75,POINT (145.05893475788554 -37.83332581410047),3124,CAMBERWELL
1006,21064,43-Camberwell Civic Centre/Camberwell Rd (Camberwell),-37.834566,145.060635,"1,2",75,POINT (145.06064079745514 -37.83455287422536),3124,CAMBERWELL
1007,21065,43-Camberwell Civic Centre/Camberwell Rd (Camberwell),-37.834809,145.060663,"1,2",75,POINT (145.0606688774237 -37.834795874228796),3124,CAMBERWELL
1008,21066,44-Trafalgar Rd/Camberwell Rd (Camberwell),-37.835924,145.062156,"1,2",75,POINT (145.0621617970425 -37.835910884338354),3124,CAMBERWELL
1009,21067,44-Trafalgar Rd/Camberwell Rd (Camberwell),-37.836417,145.062518,"1,2",75,POINT (145.0625239569257 -37.83640381436631),3124,CAMBERWELL
1010,21068,45-Bowen St/Camberwell Rd (Camberwell),-37.837706,145.0642,"1,2",75,POINT (145.06420587649265 -37.837692884489954),3124,CAMBERWELL
1011,21069,45-Bowen St/Camberwell Rd (Camberwell),-37.837913,145.064195,"1,2",75,POINT (145.0642008364709 -37.83789988449088),3124,CAMBERWELL
1012,21070,46-Christowel St/Camberwell Rd (Camberwell),-37.839404,145.066076,"1,2",75,POINT (145.06608183598115 -37.83939082462948),3124,CAMBERWELL
1013,21071,46-Acheron Ave/Camberwell Rd (Camberwell),-37.839814,145.066304,"1,2",75,POINT (145.06631007589667 -37.83980086464772),3124,CAMBERWELL
1014,21072,47-Maple Cres/Camberwell Rd (Camberwell),-37.840809,145.067642,"1,2",75,POINT (145.06764783555548 -37.840795814745896),3124,CAMBERWELL
1015,21073,47-Orange Gr/Camberwell Rd (Camberwell),-37.841154,145.067815,"1,2",75,POINT (145.06782099548766 -37.84114087475995),3124,CAMBERWELL
1016,21074,48-Orrong Cres/Camberwell Rd (Camberwell),-37.842122,145.069119,"1,2",75,POINT (145.06912491515527 -37.84210882485564),3124,CAMBERWELL
1017,21075,48-Glen Iris Rd/Camberwell Rd (Camberwell),-37.842339,145.069159,"1,2",75,POINT (145.0691648751246 -37.842325814859734),3124,CAMBERWELL
1018,21076,49-Tyrone St/Camberwell Rd (Camberwell),-37.844142,145.07143,"1,2",75,POINT (145.07143575453287 -37.84412887502711),3124,CAMBERWELL
1019,21077,49-Wilson Gr/Camberwell Rd (Camberwell),-37.844432,145.071525,"1,2",75,POINT (145.07153079448463 -37.84441885503545),3124,CAMBERWELL
1020,21078,50-Fordham Gardens/Camberwell Rd (Camberwell),-37.845914,145.073407,"1,2",75,POINT (145.07341287399547 -37.845900885174125),3124,CAMBERWELL
1021,21079,50-Smith Rd/Camberwell Rd (Camberwell),-37.845911,145.073203,"1,2",75,POINT (145.07320875403127 -37.84589782516007),3124,CAMBERWELL
1022,21080,51-Toorak Rd/Camberwell Rd (Camberwell),-37.847843,145.075618,"1,2",75,POINT (145.07562399340023 -37.847829855338226),3124,CAMBERWELL
1023,21081,52-Summerhill Rd/Toorak Rd (Camberwell),-37.8482,145.077075,"1,2",75,POINT (145.07708091310806 -37.8481868854407),3124,CAMBERWELL
1024,21082,52-Summerhill Rd/Toorak Rd (Camberwell),-37.848359,145.077412,"1,2",75,POINT (145.0774178730321 -37.848345825464875),3124,CAMBERWELL
1025,21083,53-Highfield Rd/Toorak Rd (Camberwell),-37.848737,145.081812,"1,2",75,POINT (145.08181779222625 -37.848723825770065),3124,CAMBERWELL
1026,21084,53-Lithgow St/Toorak Rd (Camberwell),-37.848916,145.082296,"1,2",75,POINT (145.08230199212247 -37.8489028358045),3124,CAMBERWELL
1027,21085,54-Oberwyl Rd/Toorak Rd (Camberwell),-37.849039,145.084304,"1,2",75,POINT (145.08431007176011 -37.8490258659435),3124,CAMBERWELL
1028,21086,54-Grandview Ave/Toorak Rd (Camberwell),-37.849197,145.084596,"1,2",75,POINT (145.0846020316921 -37.84918381596459),3124,CAMBERWELL
1029,21087,55-Through Rd/Toorak Rd (Camberwell),-37.849321,145.086718,"1,2",75,POINT (145.08672387130983 -37.84930783611146),3124,CAMBERWELL
1030,21088,55-Beryl St/Toorak Rd (Camberwell),-37.849519,145.087258,"1,2",75,POINT (145.08726387119432 -37.849505836149866),3124,CAMBERWELL
1031,21089,56-Barkly St/Toorak Rd (Camberwell),-37.849656,145.089596,"1,2",75,POINT (145.08960207077308 -37.84964281631174),3124,CAMBERWELL
1032,21090,56-Alfred Rd/Toorak Rd (Camberwell),-37.849853,145.090057,"1,2",75,POINT (145.09006287067143 -37.849839826344684),3124,CAMBERWELL
1033,21091,57-Fairview Ave/Toorak Rd (Camberwell),-37.849981,145.092361,"1,2",75,POINT (145.0923668702571 -37.84996780650418),3124,CAMBERWELL
1034,21092,57-Queens Pde/Toorak Rd (Camberwell),-37.850158,145.092731,"1,2",75,POINT (145.0927369501734 -37.85014483653077),3124,CAMBERWELL
1035,21093,58-Warrigal Rd/Burwood Hwy (Camberwell),-37.850328,145.095466,"1,2",75,POINT (145.0954718696796 -37.85031484672022),3124,CAMBERWELL
1036,21094,58-Warrigal Rd/Burwood Hwy (Burwood),-37.850433,145.095838,"1,2",75,POINT (145.09584374960346 -37.85041987674649),3125,BURWOOD
1037,21095,59-Somers St/Burwood Hwy (Burwood),-37.8507,145.098979,"1,2",75,POINT (145.0989847490285 -37.85068681696457),3125,BURWOOD
1038,21096,59-Gilmour St/Burwood Hwy (Burwood),-37.850742,145.09874,"1,2",75,POINT (145.09874606906536 -37.85072884694837),3125,BURWOOD
1039,21097,60-Roslyn St/Burwood Hwy (Burwood),-37.850444,145.102089,"1,2",75,POINT (145.10209478851618 -37.85043085717731),3125,BURWOOD
1040,21098,60-Millicent St/Burwood Hwy (Burwood),-37.850508,145.102155,"1,2",75,POINT (145.10216102849765 -37.85049484718226),3125,BURWOOD
1041,21099,61-Presbyterian Ladies College/Burwood Hwy (Burwood),-37.849967,145.105476,"1,2",75,POINT (145.10548202797997 -37.849953857407826),3125,BURWOOD
1042,21100,61-Presbyterian Ladies College/Burwood Hwy (Burwood),-37.84998,145.105715,"1,2",75,POINT (145.10572106793703 -37.84996681742438),3125,BURWOOD
1043,21101,62-Elgar Rd/Burwood Hwy (Burwood),-37.849505,145.108704,"1,2",75,POINT (145.10870978746988 -37.84949188762749),3125,BURWOOD
1044,21102,62-Elgar Rd/Burwood Hwy (Burwood),-37.849591,145.108441,"1,2",75,POINT (145.1084469875061 -37.8495778376099),3125,BURWOOD
1045,21103,63-Deakin University/Burwood Hwy (Burwood),-37.849989,145.115238,"1,2",75,POINT (145.11524378628164 -37.849975818081084),3125,BURWOOD
1046,21104,63-Deakin University/Burwood Hwy (Burwood),-37.850081,145.115407,"1,2",75,POINT (145.1154129862422 -37.85006788809332),3125,BURWOOD
1047,21105,64-Station St/Burwood Hwy (Burwood),-37.850551,145.119395,"1,2",75,POINT (145.1194010654978 -37.850537868371354),3125,BURWOOD
1048,21106,64-Station St/Burwood Hwy (Burwood),-37.850606,145.120587,"1,2",75,POINT (145.12059302528468 -37.85059285845393),3125,BURWOOD
1049,21107,65-Starling St/Burwood Hwy (Burwood),-37.85126,145.125981,"1,2",75,POINT (145.12598690427583 -37.851246888830204),3125,BURWOOD
1050,21108,65-Starling St/Burwood Hwy (Burwood),-37.851364,145.126319,"1,2",75,POINT (145.1263249442057 -37.85135083885418),3125,BURWOOD
1051,21109,66-Middleborough Rd/Burwood Hwy (Burwood),-37.85202,145.131837,"1,2",75,POINT (145.13184302317507 -37.85200684923917),3125,BURWOOD
1052,21110,66-Middleborough Rd/Burwood Hwy (Burwood),-37.852023,145.133212,"1,2",75,POINT (145.13321786293588 -37.85200981933412),3151,BURWOOD EAST
1053,21111,67-Old Burwood Rd/Burwood Hwy (Burwood East),-37.851479,145.138136,"1,2",75,POINT (145.13814194214027 -37.85146585967079),3151,BURWOOD EAST
1054,21112,67-Old Burwood Rd/Burwood Hwy (Burwood East),-37.851482,145.138295,"1,2",75,POINT (145.1383010621123 -37.8514688296818),3151,BURWOOD EAST
1055,21113,68-Benwerrin Reserve/Burwood Hwy (Burwood East),-37.851286,145.14188,"1,2",75,POINT (145.14188594151105 -37.85127280992821),3151,BURWOOD EAST
1056,21114,68-Benwerrin Reserve/Burwood Hwy (Burwood East),-37.851379,145.142037,"1,2",75,POINT (145.1420429014736 -37.851365869939634),3151,BURWOOD EAST
1057,21115,69-Keats St/Burwood Hwy (Burwood East),-37.851851,145.146242,"1,2",75,POINT (145.14624806069128 -37.85183783023311),3151,BURWOOD EAST
1058,21116,69-Highview Gr/Burwood Hwy (Burwood East),-37.851942,145.146342,"1,2",75,POINT (145.14634778066392 -37.851928820240566),3151,BURWOOD EAST
1059,21117,70-Blackburn Rd/Burwood Hwy (Burwood East),-37.852576,145.151122,"1,2",75,POINT (145.1511278597639 -37.852562870574864),3151,BURWOOD EAST
